"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw","C1_Odds","C2_Odds","C3_Odds","U1_Odds","U2_Odds","Rare_Odds"
"Neo S12 Relic (Radiant) ","Wukong Prime Chassis (20.0%)","Mirage Prime Systems (20.0%)","Fang Prime Blade (16.67%)","Redeemer Prime Blade (16.67%)","Paris Prime Upper Limb (16.67%)","Stradavar Prime (10.0%)","Neo","S12","Radiant","Wukong Prime Chassis","Mirage Prime Systems","Fang Prime Blade","Redeemer Prime Blade","Paris Prime Upper Limb","Stradavar Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S13 Relic (Intact) ","Saryn Prime Systems (25.33%)","Spira Prime (25.33%)","Nikana Prime (25.33%)","Cernos Prime (11.0%)","Forma (11.0%)","Saryn Prime Chassis (2.0%)","Neo","S13","Intact","Saryn Prime Systems","Spira Prime","Nikana Prime","Cernos Prime","Forma","Saryn Prime Chassis","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S13 Relic (Exceptional) ","Saryn Prime Systems (23.33%)","Spira Prime (23.33%)","Nikana Prime (23.33%)","Cernos Prime (13.0%)","Forma (13.0%)","Saryn Prime Chassis (4.0%)","Neo","S13","Exceptional","Saryn Prime Systems","Spira Prime","Nikana Prime","Cernos Prime","Forma","Saryn Prime Chassis","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S13 Relic (Flawless) ","Saryn Prime Systems (20.0%)","Spira Prime (20.0%)","Nikana Prime (20.0%)","Cernos Prime (17.0%)","Forma (17.0%)","Saryn Prime Chassis (6.0%)","Neo","S13","Flawless","Saryn Prime Systems","Spira Prime","Nikana Prime","Cernos Prime","Forma","Saryn Prime Chassis","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S13 Relic (Radiant) ","Cernos Prime (20.0%)","Forma (20.0%)","Saryn Prime Systems (16.67%)","Spira Prime (16.67%)","Nikana Prime (16.67%)","Saryn Prime Chassis (10.0%)","Neo","S13","Radiant","Cernos Prime","Forma","Saryn Prime Systems","Spira Prime","Nikana Prime","Saryn Prime Chassis","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S14 Relic (Intact) ","Karyst Prime (25.33%)","Ninkondi Prime (25.33%)","Forma (25.33%)","Fang Prime Handle (11.0%)","Pangolin Prime Blade (11.0%)","Stradavar Prime (2.0%)","Neo","S14","Intact","Karyst Prime","Ninkondi Prime","Forma","Fang Prime Handle","Pangolin Prime Blade","Stradavar Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S14 Relic (Exceptional) ","Karyst Prime (23.33%)","Ninkondi Prime (23.33%)","Forma (23.33%)","Fang Prime Handle (13.0%)","Pangolin Prime Blade (13.0%)","Stradavar Prime (4.0%)","Neo","S14","Exceptional","Karyst Prime","Ninkondi Prime","Forma","Fang Prime Handle","Pangolin Prime Blade","Stradavar Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S14 Relic (Flawless) ","Karyst Prime (20.0%)","Ninkondi Prime (20.0%)","Forma (20.0%)","Fang Prime Handle (17.0%)","Pangolin Prime Blade (17.0%)","Stradavar Prime (6.0%)","Neo","S14","Flawless","Karyst Prime","Ninkondi Prime","Forma","Fang Prime Handle","Pangolin Prime Blade","Stradavar Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S14 Relic (Radiant) ","Fang Prime Handle (20.0%)","Pangolin Prime Blade (20.0%)","Karyst Prime (16.67%)","Ninkondi Prime (16.67%)","Forma (16.67%)","Stradavar Prime (10.0%)","Neo","S14","Radiant","Fang Prime Handle","Pangolin Prime Blade","Karyst Prime","Ninkondi Prime","Forma","Stradavar Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S2 Relic (Intact) ","Burston Prime Stock (25.33%)","Paris Prime Lower Limb (25.33%)","Nova Prime Systems (25.33%)","Nyx Prime Systems (11.0%)","Paris Prime Upper Limb (11.0%)","Saryn Prime Chassis (2.0%)","Neo","S2","Intact","Burston Prime Stock","Paris Prime Lower Limb","Nova Prime Systems","Nyx Prime Systems","Paris Prime Upper Limb","Saryn Prime Chassis","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S2 Relic (Exceptional) ","Burston Prime Stock (23.33%)","Paris Prime Lower Limb (23.33%)","Nova Prime Systems (23.33%)","Nyx Prime Systems (13.0%)","Paris Prime Upper Limb (13.0%)","Saryn Prime Chassis (4.0%)","Neo","S2","Exceptional","Burston Prime Stock","Paris Prime Lower Limb","Nova Prime Systems","Nyx Prime Systems","Paris Prime Upper Limb","Saryn Prime Chassis","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S2 Relic (Flawless) ","Burston Prime Stock (20.0%)","Paris Prime Lower Limb (20.0%)","Nova Prime Systems (20.0%)","Nyx Prime Systems (17.0%)","Paris Prime Upper Limb (17.0%)","Saryn Prime Chassis (6.0%)","Neo","S2","Flawless","Burston Prime Stock","Paris Prime Lower Limb","Nova Prime Systems","Nyx Prime Systems","Paris Prime Upper Limb","Saryn Prime Chassis","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S2 Relic (Radiant) ","Nyx Prime Systems (20.0%)","Paris Prime Upper Limb (20.0%)","Burston Prime Stock (16.67%)","Paris Prime Lower Limb (16.67%)","Nova Prime Systems (16.67%)","Saryn Prime Chassis (10.0%)","Neo","S2","Radiant","Nyx Prime Systems","Paris Prime Upper Limb","Burston Prime Stock","Paris Prime Lower Limb","Nova Prime Systems","Saryn Prime Chassis","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S3 Relic (Intact) ","Soma Prime Barrel (25.33%)","Carrier Prime (25.33%)","Burston Prime Receiver (25.33%)","Forma (11.0%)","Vasto Prime (11.0%)","Spira Prime Blade (2.0%)","Neo","S3","Intact","Soma Prime Barrel","Carrier Prime","Burston Prime Receiver","Forma","Vasto Prime","Spira Prime Blade","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S3 Relic (Exceptional) ","Soma Prime Barrel (23.33%)","Carrier Prime (23.33%)","Burston Prime Receiver (23.33%)","Forma (13.0%)","Vasto Prime (13.0%)","Spira Prime Blade (4.0%)","Neo","S3","Exceptional","Soma Prime Barrel","Carrier Prime","Burston Prime Receiver","Forma","Vasto Prime","Spira Prime Blade","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S3 Relic (Flawless) ","Soma Prime Barrel (20.0%)","Carrier Prime (20.0%)","Burston Prime Receiver (20.0%)","Forma (17.0%)","Vasto Prime (17.0%)","Spira Prime Blade (6.0%)","Neo","S3","Flawless","Soma Prime Barrel","Carrier Prime","Burston Prime Receiver","Forma","Vasto Prime","Spira Prime Blade","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S3 Relic (Radiant) ","Forma (20.0%)","Vasto Prime (20.0%)","Soma Prime Barrel (16.67%)","Carrier Prime (16.67%)","Burston Prime Receiver (16.67%)","Spira Prime Blade (10.0%)","Neo","S3","Radiant","Forma","Vasto Prime","Soma Prime Barrel","Carrier Prime","Burston Prime Receiver","Spira Prime Blade","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S5 Relic (Intact) ","Latron Prime Receiver (25.33%)","Ember Prime Neuroptics (25.33%)","Reaper Prime (25.33%)","Glaive Prime Disc (11.0%)","Frost Prime Systems (11.0%)","Sicarus Prime Receiver (2.0%)","Neo","S5","Intact","Latron Prime Receiver","Ember Prime Neuroptics","Reaper Prime","Glaive Prime Disc","Frost Prime Systems","Sicarus Prime Receiver","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S5 Relic (Exceptional) ","Latron Prime Receiver (23.33%)","Ember Prime Neuroptics (23.33%)","Reaper Prime (23.33%)","Glaive Prime Disc (13.0%)","Frost Prime Systems (13.0%)","Sicarus Prime Receiver (4.0%)","Neo","S5","Exceptional","Latron Prime Receiver","Ember Prime Neuroptics","Reaper Prime","Glaive Prime Disc","Frost Prime Systems","Sicarus Prime Receiver","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S5 Relic (Flawless) ","Latron Prime Receiver (20.0%)","Ember Prime Neuroptics (20.0%)","Reaper Prime (20.0%)","Glaive Prime Disc (17.0%)","Frost Prime Systems (17.0%)","Sicarus Prime Receiver (6.0%)","Neo","S5","Flawless","Latron Prime Receiver","Ember Prime Neuroptics","Reaper Prime","Glaive Prime Disc","Frost Prime Systems","Sicarus Prime Receiver","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S5 Relic (Radiant) ","Glaive Prime Disc (20.0%)","Frost Prime Systems (20.0%)","Latron Prime Receiver (16.67%)","Ember Prime Neuroptics (16.67%)","Reaper Prime (16.67%)","Sicarus Prime Receiver (10.0%)","Neo","S5","Radiant","Glaive Prime Disc","Frost Prime Systems","Latron Prime Receiver","Ember Prime Neuroptics","Reaper Prime","Sicarus Prime Receiver","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S6 Relic (Intact) ","Burston Prime (25.33%)","Forma (25.33%)","Trinity Prime Neuroptics (25.33%)","Tigris Prime Receiver (11.0%)","Kavasa Prime Buckle (11.0%)","Silva & Aegis Prime Guard (2.0%)","Neo","S6","Intact","Burston Prime","Forma","Trinity Prime Neuroptics","Tigris Prime Receiver","Kavasa Prime Buckle","Silva & Aegis Prime Guard","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S6 Relic (Exceptional) ","Burston Prime (23.33%)","Forma (23.33%)","Trinity Prime Neuroptics (23.33%)","Tigris Prime Receiver (13.0%)","Kavasa Prime Buckle (13.0%)","Silva & Aegis Prime Guard (4.0%)","Neo","S6","Exceptional","Burston Prime","Forma","Trinity Prime Neuroptics","Tigris Prime Receiver","Kavasa Prime Buckle","Silva & Aegis Prime Guard","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S6 Relic (Flawless) ","Burston Prime (20.0%)","Forma (20.0%)","Trinity Prime Neuroptics (20.0%)","Tigris Prime Receiver (17.0%)","Kavasa Prime Buckle (17.0%)","Silva & Aegis Prime Guard (6.0%)","Neo","S6","Flawless","Burston Prime","Forma","Trinity Prime Neuroptics","Tigris Prime Receiver","Kavasa Prime Buckle","Silva & Aegis Prime Guard","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S6 Relic (Radiant) ","Tigris Prime Receiver (20.0%)","Kavasa Prime Buckle (20.0%)","Burston Prime (16.67%)","Forma (16.67%)","Trinity Prime Neuroptics (16.67%)","Silva & Aegis Prime Guard (10.0%)","Neo","S6","Radiant","Tigris Prime Receiver","Kavasa Prime Buckle","Burston Prime","Forma","Trinity Prime Neuroptics","Silva & Aegis Prime Guard","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S7 Relic (Intact) ","Banshee Prime Neuroptics (25.33%)","Fang Prime Blade (25.33%)","Helios Prime Carapace (25.33%)","Sybaris Prime Receiver (11.0%)","Ballistica Prime Receiver (11.0%)","Silva & Aegis Prime Guard (2.0%)","Neo","S7","Intact","Banshee Prime Neuroptics","Fang Prime Blade","Helios Prime Carapace","Sybaris Prime Receiver","Ballistica Prime Receiver","Silva & Aegis Prime Guard","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S7 Relic (Exceptional) ","Banshee Prime Neuroptics (23.33%)","Fang Prime Blade (23.33%)","Helios Prime Carapace (23.33%)","Sybaris Prime Receiver (13.0%)","Ballistica Prime Receiver (13.0%)","Silva & Aegis Prime Guard (4.0%)","Neo","S7","Exceptional","Banshee Prime Neuroptics","Fang Prime Blade","Helios Prime Carapace","Sybaris Prime Receiver","Ballistica Prime Receiver","Silva & Aegis Prime Guard","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S7 Relic (Flawless) ","Banshee Prime Neuroptics (20.0%)","Fang Prime Blade (20.0%)","Helios Prime Carapace (20.0%)","Sybaris Prime Receiver (17.0%)","Ballistica Prime Receiver (17.0%)","Silva & Aegis Prime Guard (6.0%)","Neo","S7","Flawless","Banshee Prime Neuroptics","Fang Prime Blade","Helios Prime Carapace","Sybaris Prime Receiver","Ballistica Prime Receiver","Silva & Aegis Prime Guard","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S7 Relic (Radiant) ","Sybaris Prime Receiver (20.0%)","Ballistica Prime Receiver (20.0%)","Banshee Prime Neuroptics (16.67%)","Fang Prime Blade (16.67%)","Helios Prime Carapace (16.67%)","Silva & Aegis Prime Guard (10.0%)","Neo","S7","Radiant","Sybaris Prime Receiver","Ballistica Prime Receiver","Banshee Prime Neuroptics","Fang Prime Blade","Helios Prime Carapace","Silva & Aegis Prime Guard","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S8 Relic (Intact) ","Forma (25.33%)","Bronco Prime Receiver (25.33%)","Hydroid Prime Chassis (25.33%)","Nikana Prime (11.0%)","Fragor Prime (11.0%)","Spira Prime Pouch (2.0%)","Neo","S8","Intact","Forma","Bronco Prime Receiver","Hydroid Prime Chassis","Nikana Prime","Fragor Prime","Spira Prime Pouch","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S8 Relic (Exceptional) ","Forma (23.33%)","Bronco Prime Receiver (23.33%)","Hydroid Prime Chassis (23.33%)","Nikana Prime (13.0%)","Fragor Prime (13.0%)","Spira Prime Pouch (4.0%)","Neo","S8","Exceptional","Forma","Bronco Prime Receiver","Hydroid Prime Chassis","Nikana Prime","Fragor Prime","Spira Prime Pouch","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S8 Relic (Flawless) ","Forma (20.0%)","Bronco Prime Receiver (20.0%)","Hydroid Prime Chassis (20.0%)","Nikana Prime (17.0%)","Fragor Prime (17.0%)","Spira Prime Pouch (6.0%)","Neo","S8","Flawless","Forma","Bronco Prime Receiver","Hydroid Prime Chassis","Nikana Prime","Fragor Prime","Spira Prime Pouch","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S8 Relic (Radiant) ","Nikana Prime (20.0%)","Fragor Prime (20.0%)","Forma (16.67%)","Bronco Prime Receiver (16.67%)","Hydroid Prime Chassis (16.67%)","Spira Prime Pouch (10.0%)","Neo","S8","Radiant","Nikana Prime","Fragor Prime","Forma","Bronco Prime Receiver","Hydroid Prime Chassis","Spira Prime Pouch","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo S9 Relic (Intact) ","Akjagara Prime (25.33%)","Bronco Prime (25.33%)","Mirage Prime Neuroptics (25.33%)","Destreza Prime (11.0%)","Forma (11.0%)","Silva & Aegis Prime Guard (2.0%)","Neo","S9","Intact","Akjagara Prime","Bronco Prime","Mirage Prime Neuroptics","Destreza Prime","Forma","Silva & Aegis Prime Guard","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo S9 Relic (Exceptional) ","Akjagara Prime (23.33%)","Bronco Prime (23.33%)","Mirage Prime Neuroptics (23.33%)","Destreza Prime (13.0%)","Forma (13.0%)","Silva & Aegis Prime Guard (4.0%)","Neo","S9","Exceptional","Akjagara Prime","Bronco Prime","Mirage Prime Neuroptics","Destreza Prime","Forma","Silva & Aegis Prime Guard","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo S9 Relic (Flawless) ","Akjagara Prime (20.0%)","Bronco Prime (20.0%)","Mirage Prime Neuroptics (20.0%)","Destreza Prime (17.0%)","Forma (17.0%)","Silva & Aegis Prime Guard (6.0%)","Neo","S9","Flawless","Akjagara Prime","Bronco Prime","Mirage Prime Neuroptics","Destreza Prime","Forma","Silva & Aegis Prime Guard","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo S9 Relic (Radiant) ","Destreza Prime (20.0%)","Forma (20.0%)","Akjagara Prime (16.67%)","Bronco Prime (16.67%)","Mirage Prime Neuroptics (16.67%)","Silva & Aegis Prime Guard (10.0%)","Neo","S9","Radiant","Destreza Prime","Forma","Akjagara Prime","Bronco Prime","Mirage Prime Neuroptics","Silva & Aegis Prime Guard","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo T1 Relic (Intact) ","Forma (25.33%)","Dual Kamas Prime (25.33%)","Burston Prime (25.33%)","Banshee Prime (11.0%)","Fragor Prime Handle (11.0%)","Tigris Prime (2.0%)","Neo","T1","Intact","Forma","Dual Kamas Prime","Burston Prime","Banshee Prime","Fragor Prime Handle","Tigris Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo T1 Relic (Exceptional) ","Forma (23.33%)","Dual Kamas Prime (23.33%)","Burston Prime (23.33%)","Banshee Prime (13.0%)","Fragor Prime Handle (13.0%)","Tigris Prime (4.0%)","Neo","T1","Exceptional","Forma","Dual Kamas Prime","Burston Prime","Banshee Prime","Fragor Prime Handle","Tigris Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo T1 Relic (Flawless) ","Forma (20.0%)","Dual Kamas Prime (20.0%)","Burston Prime (20.0%)","Banshee Prime (17.0%)","Fragor Prime Handle (17.0%)","Tigris Prime (6.0%)","Neo","T1","Flawless","Forma","Dual Kamas Prime","Burston Prime","Banshee Prime","Fragor Prime Handle","Tigris Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo T1 Relic (Radiant) ","Banshee Prime (20.0%)","Fragor Prime Handle (20.0%)","Forma (16.67%)","Dual Kamas Prime (16.67%)","Burston Prime (16.67%)","Tigris Prime (10.0%)","Neo","T1","Radiant","Banshee Prime","Fragor Prime Handle","Forma","Dual Kamas Prime","Burston Prime","Tigris Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo T2 Relic (Intact) ","Akbronco Prime (25.33%)","Wukong Prime Neuroptics (25.33%)","Fang Prime (25.33%)","Dethcube Prime Carapace (11.0%)","Forma (11.0%)","Tekko Prime Blade (2.0%)","Neo","T2","Intact","Akbronco Prime","Wukong Prime Neuroptics","Fang Prime","Dethcube Prime Carapace","Forma","Tekko Prime Blade","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo T2 Relic (Exceptional) ","Akbronco Prime (23.33%)","Wukong Prime Neuroptics (23.33%)","Fang Prime (23.33%)","Dethcube Prime Carapace (13.0%)","Forma (13.0%)","Tekko Prime Blade (4.0%)","Neo","T2","Exceptional","Akbronco Prime","Wukong Prime Neuroptics","Fang Prime","Dethcube Prime Carapace","Forma","Tekko Prime Blade","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo T2 Relic (Flawless) ","Akbronco Prime (20.0%)","Wukong Prime Neuroptics (20.0%)","Fang Prime (20.0%)","Dethcube Prime Carapace (17.0%)","Forma (17.0%)","Tekko Prime Blade (6.0%)","Neo","T2","Flawless","Akbronco Prime","Wukong Prime Neuroptics","Fang Prime","Dethcube Prime Carapace","Forma","Tekko Prime Blade","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo T2 Relic (Radiant) ","Dethcube Prime Carapace (20.0%)","Forma (20.0%)","Akbronco Prime (16.67%)","Wukong Prime Neuroptics (16.67%)","Fang Prime (16.67%)","Tekko Prime Blade (10.0%)","Neo","T2","Radiant","Dethcube Prime Carapace","Forma","Akbronco Prime","Wukong Prime Neuroptics","Fang Prime","Tekko Prime Blade","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo T3 Relic (Intact) ","Redeemer Prime Blade (25.33%)","Braton Prime (25.33%)","Forma (25.33%)","Inaros Prime Chassis (11.0%)","Atlas Prime Chassis (11.0%)","Titania Prime Systems (2.0%)","Neo","T3","Intact","Redeemer Prime Blade","Braton Prime","Forma","Inaros Prime Chassis","Atlas Prime Chassis","Titania Prime Systems","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo T3 Relic (Exceptional) ","Redeemer Prime Blade (23.33%)","Braton Prime (23.33%)","Forma (23.33%)","Inaros Prime Chassis (13.0%)","Atlas Prime Chassis (13.0%)","Titania Prime Systems (4.0%)","Neo","T3","Exceptional","Redeemer Prime Blade","Braton Prime","Forma","Inaros Prime Chassis","Atlas Prime Chassis","Titania Prime Systems","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo T3 Relic (Flawless) ","Redeemer Prime Blade (20.0%)","Braton Prime (20.0%)","Forma (20.0%)","Inaros Prime Chassis (17.0%)","Atlas Prime Chassis (17.0%)","Titania Prime Systems (6.0%)","Neo","T3","Flawless","Redeemer Prime Blade","Braton Prime","Forma","Inaros Prime Chassis","Atlas Prime Chassis","Titania Prime Systems","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo T3 Relic (Radiant) ","Inaros Prime Chassis (20.0%)","Atlas Prime Chassis (20.0%)","Redeemer Prime Blade (16.67%)","Braton Prime (16.67%)","Forma (16.67%)","Titania Prime Systems (10.0%)","Neo","T3","Radiant","Inaros Prime Chassis","Atlas Prime Chassis","Redeemer Prime Blade","Braton Prime","Forma","Titania Prime Systems","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo T4 Relic (Intact) ","Braton Prime Stock (25.33%)","Ivara Prime Neuroptics (25.33%)","Forma (25.33%)","Astilla Prime (11.0%)","Guandao Prime (11.0%)","Tenora Prime Receiver (2.0%)","Neo","T4","Intact","Braton Prime Stock","Ivara Prime Neuroptics","Forma","Astilla Prime","Guandao Prime","Tenora Prime Receiver","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo T4 Relic (Exceptional) ","Braton Prime Stock (23.33%)","Ivara Prime Neuroptics (23.33%)","Forma (23.33%)","Astilla Prime (13.0%)","Guandao Prime (13.0%)","Tenora Prime Receiver (4.0%)","Neo","T4","Exceptional","Braton Prime Stock","Ivara Prime Neuroptics","Forma","Astilla Prime","Guandao Prime","Tenora Prime Receiver","23.33","23.33","23.33","13.0","13.0","4.0"
"Neo T4 Relic (Flawless) ","Braton Prime Stock (20.0%)","Ivara Prime Neuroptics (20.0%)","Forma (20.0%)","Astilla Prime (17.0%)","Guandao Prime (17.0%)","Tenora Prime Receiver (6.0%)","Neo","T4","Flawless","Braton Prime Stock","Ivara Prime Neuroptics","Forma","Astilla Prime","Guandao Prime","Tenora Prime Receiver","20.0","20.0","20.0","17.0","17.0","6.0"
"Neo T4 Relic (Radiant) ","Astilla Prime (20.0%)","Guandao Prime (20.0%)","Braton Prime Stock (16.67%)","Ivara Prime Neuroptics (16.67%)","Forma (16.67%)","Tenora Prime Receiver (10.0%)","Neo","T4","Radiant","Astilla Prime","Guandao Prime","Braton Prime Stock","Ivara Prime Neuroptics","Forma","Tenora Prime Receiver","20.0","20.0","16.67","16.67","16.67","10.0"
"Neo T5 Relic (Intact) ","Aksomati Prime Receiver (25.33%)","Inaros Prime Systems (25.33%)","Braton Prime Barrel (25.33%)","Magnus Prime Receiver (11.0%)","Corinth Prime Receiver (11.0%)","Tenora Prime Barrel (2.0%)","Neo","T5","Intact","Aksomati Prime Receiver","Inaros Prime Systems","Braton Prime Barrel","Magnus Prime Receiver","Corinth Prime Receiver","Tenora Prime Barrel","25.33","25.33","25.33","11.0","11.0","2.0"
"Neo T5 Relic (Exceptional) ","Aksomati Prime Receiver (23.33%)","Inaros Prime Systems (23.33%)","Braton Prime Barrel (23.33%)","Magnus Prime Receiver (13.0%)","Corinth Prime Receiver (13.0%)","Tenora Prime Barrel (4.0%)","Neo","T5","Exceptional","Aksomati Prime Receiver","Inaros Prime Systems","Braton Prime Barrel","Magnus Prime Receiver","Corinth Prime Receiver","Tenora Prime Barrel","23.33","23.33","23.33","13.0","13.0","4.0"
